timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1786312054.456000,1771.06,-21567.91,-12070.48,-13372.42,-13170.18,-10758.61,-4863.65,-6782.50
1786312054.456000,1768.38,-21569.52,-12083.89,-13371.89,-13172.33,-10759.15,-4867.14,-6784.92
1786312054.456000,1764.36,-21573.28,-12084.43,-13372.69,-13176.62,-10763.71,-4873.57,-6789.48
1786312054.456000,1765.97,-21572.74,-12079.87,-13375.10,-13176.89,-10763.44,-4877.33,-6786.26
1786312054.458000,1768.65,-21570.59,-12079.33,-13376.45,-13176.08,-10758.61,-4874.92,-6781.16
1786312054.458000,1769.72,-21567.91,-12082.55,-13372.42,-13175.28,-10760.22,-4871.96,-6779.02
1786312054.458000,1767.84,-21569.52,-12091.94,-13370.54,-13173.40,-10761.83,-4869.28,-6780.36
1786312054.458000,1765.16,-21570.86,-12089.25,-13372.69,-13174.74,-10760.75,-4868.21,-6780.36
1786312054.458000,1769.72,-21566.57,-12079.33,-13371.35,-13171.26,-10759.41,-4866.06,-6778.21
1786312054.461000,1770.53,-21564.16,-12079.06,-13370.54,-13168.31,-10760.75,-4864.19,-6779.02
1786312054.461000,1768.11,-21560.13,-12073.96,-13369.20,-13170.18,-10758.61,-4864.72,-6780.36
1786312054.461000,1767.04,-21561.74,-12076.65,-13367.33,-13172.60,-10760.22,-4867.94,-6779.82
1786312054.461000,1767.31,-21565.50,-12076.38,-13368.40,-13173.67,-10762.10,-4869.01,-6780.62
1786312054.461000,1769.99,-21567.91,-12067.26,-13370.28,-13172.60,-10759.95,-4865.80,-6777.14
1786312054.512000,1771.33,-21568.99,-12072.89,-13367.86,-13171.26,-10758.34,-4867.14,-6777.67
1786312054.512000,1771.87,-21562.01,-12077.99,-13363.30,-13170.18,-10758.88,-4867.67,-6776.87
1786312054.512000,1775.09,-21559.33,-12079.33,-13363.03,-13165.36,-10760.22,-4864.19,-6770.97
1786312054.512000,1775.09,-21558.26,-12077.72,-13367.33,-13164.01,-10758.61,-4864.72,-6771.77
1786312054.512000,1775.35,-21557.18,-12066.45,-13368.67,-13163.21,-10753.51,-4863.65,-6771.51
1786312054.513000,1772.94,-21559.87,-12067.53,-13364.64,-13165.36,-10755.93,-4861.24,-6773.11
1786312054.513000,1770.26,-21562.01,-12081.74,-13364.64,-13165.89,-10756.73,-4858.29,-6770.97
1786312054.513000,1767.04,-21562.55,-12083.89,-13364.64,-13167.23,-10758.88,-4862.31,-6771.51
1786312054.513000,1768.11,-21562.82,-12083.08,-13365.18,-13169.65,-10760.22,-4865.80,-6772.04
